"unique_id","survey_id","country","incentive","participation_context","duration","start_date","end_date","university","eligibility_ug","eligibility_stats","degree_level_maths","degree_level_maths_specify","degree_year","age","gender","math_edu_grade","math_edu_grade_sat","math_edu_grade_act","math_edu_grade_gcse","math_edu_grade_a_level","math_edu_mths","stats_edu_grade","stats_edu_grade_edited","stats_edu_first_module","stats_edu_module_1","stats_edu_grade_1","stats_edu_grade_2","all_stats_modules","is_university","is_stats_module","average_overall_grade","is_stats_module_code","mod_start_date","mod_end_date","software_excel","software_jamovi","software_jasp","software_r","software_sas","software_spss_amos","software_spss_stats","software_none","software_other","software_specify","freq_or_bayes","topic_covariates","topic_algebra","topic_anova","topic_bayes_factors","topic_bayes_theorem","topic_bootstrapping","topic_calculus","topic_casual_inference","topic_causality","topic_conf_ints","topic_correlation","topic_data_wrangling","topic_data_vis","topic_distributions","topic_descriptive_stats","topic_effect_sizes","topic_exp_design","topic_factor_analysis","topic_moderation","topic_linear_models","topic_logistic_reg","topic_mediation","topic_meta_analysis","topic_assumptions","topic_multi_comparisons","topic_multi_regression","topic_non_para","topic_nhst","topic_ols","topic_open_science","topic_philosophy","topic_probability","topic_psychometrics","topic_qual","topic_reliability","topic_regression","topic_rep_crisis","topic_report_writing","topic_robust_tests","topic_power","topic_software","topic_ttest","STARS_TestAnxiety","STARS_InterpretationAnxiety","STARS_HelpAnxiety","STARS_Total","STICSA_Cognitive","STICSA_Somatic","STICSA_Total","RTAS_Worry","RTAS_Tension","RTAS_TestIrrelevantThinking","RTAS_BodilySymptoms","RTAS_Total","BFNE_Total","LSAS_SocialInteraction","LSAS_Performance","LSAS_Total","IUS_Prospective","IUS_Inhibitory","IUS_Total","CAS_creativity","CAS_noncreativity","NGSE_Mean","ATMS_Persistence_Total"
"b92091da","macquarie","Australia","Credits","Remotely, in own time",1625,"28/03/2021","28/03/2021","Macquarie University","Yes","Yes","No",NA,"2nd Year","22-25","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"PSYU1104/PSYX1104 Introduction to Psychology I (taught in 2020 and earlier, not 2021), PSYU1105/PSYX1105 Introduction to Psychology II (taught in 2020 and earlier, not 2021)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,39,13,79,35,36,71,21,17,14,16,68,25,27,31,58,18,18,36,31,30,3.75,20
"bb001ca5","macquarie","Australia","Credits","Remotely, in own time",1131,"20/03/2021","20/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",35,40,9,84,24,18,42,27,22,15,23,87,33,33,43,76,22,20,42,29,17,2.625,22
"bba0d68a","macquarie","Australia","Credits","Remotely, in own time",1615,"23/03/2021","23/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",27,17,10,54,38,30,68,24,22,11,19,76,40,33,38,71,22,27,49,31,21,3,29
"bcf339f6","macquarie","Australia","Credits","Remotely, in own time",1223,"21/03/2021","21/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year",NA,"Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"PSYU1104/PSYX1104 Introduction to Psychology I (taught in 2020 and earlier, not 2021)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,25,9,62,26,31,57,15,20,14,15,64,30,27,30,57,16,15,31,19,15,4.25,17
"bf6281cf","macquarie","Australia","Credits","Remotely, in own time",8817,"26/03/2021","27/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year",NA,"Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",32,38,12,82,31,35,66,22,22,15,18,77,39,36,42,78,22,24,46,23,19,2.625,27
"bf7fb68a","macquarie","Australia","Credits","Remotely, in own time",48967,"20/03/2021","21/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",19,24,10,53,30,12,42,13,12,8,9,42,24,20,22,42,17,22,39,15,9,3.75,22
"c0a05a65","macquarie","Australia","Credits","Remotely, in own time",1465,"27/03/2021","27/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",34,27,20,81,32,30,62,10,21,5,22,58,40,36,46,82,20,17,37,38,13,4,34
"c0f77032","macquarie","Australia","Credits","Remotely, in own time",7383,"26/03/2021","26/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",27,24,12,63,29,24,53,18,18,16,18,70,28,25,30,55,21,16,37,29,14,4,26
"c0f9162a","macquarie","Australia","Credits","Remotely, in own time",1242,"20/03/2021","20/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",33,20,8,61,34,23,57,24,23,18,27,92,28,26,36,62,16,21,37,17,17,3.875,16
"c23d971c","macquarie","Australia","Credits","Remotely, in own time",1976,"19/03/2021","19/03/2021","Macquarie University","Yes","Yes","Yes (please specify)","Statistics","1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","PSYU1105- INTRO TO STATS",NA,NA,"PSYU1105/PSYX1105 Introduction to Psychology II (taught in 2020 and earlier, not 2021)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,28,10,60,30,26,56,16,21,9,22,68,35,33,38,71,26,24,50,26,11,4.625,26
"c4579a26","macquarie","Australia","Credits","Remotely, in own time",1189,"19/03/2021","19/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",17,18,5,40,23,29,52,8,11,11,10,40,30,34,35,69,13,15,28,17,12,4.625,27
"c5c6678f","macquarie","Australia","Credits","Remotely, in own time",5603,"18/03/2021","18/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Intro to Statistics in economics","77","69","STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",32,22,8,62,26,21,47,12,14,6,13,45,17,18,22,40,18,15,33,13,18,4.875,28
"c977dc5c","macquarie","Australia","Credits","Remotely, in own time",1169,"22/03/2021","22/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",27,34,8,69,14,12,26,13,11,9,10,43,11,19,21,40,15,11,26,23,16,3.875,25
"c9c52cac","macquarie","Australia","Credits","Remotely, in own time",3187,"21/03/2021","21/03/2021","Macquarie University","Yes","Yes","No",NA,"2nd Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"PSYU1104/PSYX1104 Introduction to Psychology I (taught in 2020 and earlier, not 2021), PSYU1105/PSYX1105 Introduction to Psychology II (taught in 2020 and earlier, not 2021)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,45,16,99,22,24,46,21,18,11,19,69,26,17,28,45,16,15,31,26,28,2.75,16
"cc364f6a","macquarie","Australia","Credits","Remotely, in own time",1358,"20/03/2021","20/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","26+","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","PSYX1105","68","0","PSYU1105/PSYX1105 Introduction to Psychology II (taught in 2020 and earlier, not 2021)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,21,12,59,30,14,44,11,13,7,8,39,20,21,21,42,15,15,30,18,16,3.5,26
"cf82920c","macquarie","Australia","Credits","Remotely, in own time",2080,"6/4/2021","6/4/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","26+","Male/Man","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","Foundation of Statistics","73",NA,"Other (please explain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,31,8,67,22,20,42,13,15,7,12,47,10,21,24,45,17,15,32,17,26,3.75,27
"d153c446","macquarie","Australia","Credits","Remotely, in own time",1203,"5/4/2021","5/4/2021","Macquarie University","Yes","Yes","Yes (please specify)","Maths Adjacent","1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics, PSYU1104/PSYX1104 Introduction to Psychology I (taught in 2020 and earlier, not 2021)","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",10,12,4,26,12,11,23,15,11,12,8,46,10,13,18,31,6,9,15,8,8,3.875,30
"d43c5fa4","macquarie","Australia","Credits","Remotely, in own time",1628,"19/03/2021","19/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",38,49,15,102,39,42,81,27,24,15,26,92,39,40,49,89,30,30,60,40,16,2.75,33
"da083252","macquarie","Australia","Credits","Remotely, in own time",2932,"18/03/2021","18/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year",NA,"Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",27,33,8,68,30,26,56,24,22,14,24,84,38,36,37,73,29,27,56,35,26,3.375,26
"db27c21c","macquarie","Australia","Credits","Remotely, in own time",1660,"18/03/2021","18/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",30,30,5,65,21,21,42,17,20,11,18,66,26,24,28,52,21,20,41,18,20,4,26
"dd13d574","macquarie","Australia","Credits","Remotely, in own time",1690,"19/03/2021","19/03/2021","Macquarie University","Yes","Yes","Yes (please specify)","Statistics","1st Year","26+","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"PSYU1104/PSYX1104 Introduction to Psychology I (taught in 2020 and earlier, not 2021)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,32,10,70,22,21,43,15,9,7,10,41,32,12,14,26,16,21,37,21,22,2.5,28
"df4c8505","macquarie","Australia","Credits","Remotely, in own time",1462,"20/03/2021","20/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year","22-25","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",35,49,17,101,30,35,65,28,24,20,27,99,40,42,47,89,23,25,48,39,39,2,23
"f158a54f","macquarie","Australia","Credits","Remotely, in own time",703,"6/4/2021","6/4/2021","Macquarie University","Yes","Yes","Yes (please specify)","Unrelated","1st Year","18-21","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",22,22,8,52,10,11,21,21,13,10,13,57,8,13,19,32,15,18,33,21,18,2.875,25
"f26f3a4f","macquarie","Australia","Credits","Remotely, in own time",2580,"18/03/2021","18/03/2021","Macquarie University","Yes","Yes","No",NA,"1st Year",NA,"Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Yes",NA,NA,NA,"STAT1103 Introduction to Psychological Design and Statistics","Macquarie University","Introduction to Psychological Design and Statistics","63","STAT1103","22/02/2021","27/06/2021",NA,NA,NA,NA,NA,NA,NA,NA,"Other (please specify)","Stata","Frequentist",NA,"Algebraic calculations (e.g., mean, Cohen’s d, test statistics)",NA,NA,NA,NA,"Calculations involving calculus (e.g., areas under probability curves)","Causal inference","Causality","Confidence intervals","Correlation","Data cleaning/wrangling","Data visualisation","Distributions","Descriptive statistics","Effect size","Experimental design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Null hypothesis significance testing",NA,"Open science","Philosophy of science","Probability",NA,"Qualitative methods",NA,NA,"Replication crisis","Report writing",NA,"Statistical power","Statistical software","T-test",28,32,12,72,30,29,59,21,20,9,23,73,35,26,35,61,24,20,44,35,9,3.125,19
"f286258c","macquarie","Australia","Credits","Remotely, in own time",1406,"18/03/2021","18/03/2021","Macquarie University","Yes","Yes","No",NA,"2nd Year","22-25","Female/Woman","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","Not Administered","No","PSYX1105",NA,NA,"PSYU1104/PSYX1104 Introduction to Psychology I (taught in 2020 and earlier, not 2021), PSYU1105/PSYX1105 Introduction to Psychology II (taught in 2020 and earlier, not 2021)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,11,83,30,29,59,19,21,9,21,70,31,34,34,68,14,14,28,12,30,2.375,31
